State,Account_Length,International_Plan,Number_Vmail_Messages,Total_Day_Charge,Total_Eve_Charge,Total_Night_Charge,Total_Intl_Charge,Customer_Service_Calls,Total_Charge,Churn
NE,74,0,25,33.08,10.19,7.9,3.54,2,54.71,0
MT,74,0,0,29.6,21.34,11.59,2.24,2,64.77,1
CO,125,0,0,22.41,11.62,13.87,2.08,2,49.98,0
CT,66,0,29,39,21.88,10.42,2.16,2,73.46,0
MD,85,1,0,36.72,16,6.62,0.97,2,60.31,0
IN,108,0,0,49.81,13.65,6.48,2.7,2,72.64,0
NC,133,1,32,37.59,22.52,7.6,4.16,2,71.87,1
MN,186,0,26,12.63,15.07,13.33,3.92,2,44.95,0
OR,110,0,0,25.47,15.3,6.3,3.16,2,50.23,0
AL,109,0,0,37.21,25.49,7.14,3.05,2,72.89,0
OK,92,0,0,29.97,7.94,9.32,2.59,2,49.82,0
ME,82,0,29,35.22,21.6,7.62,2.57,2,67.01,0
WV,90,0,0,34.97,13.76,12.14,3.38,2,64.25,0
MI,102,0,0,17.44,20.91,7.67,2.46,2,48.48,0
MO,112,0,0,57.04,18.06,11.93,3.43,2,90.46,1
DC,41,0,37,40.77,18.86,8.51,1.97,2,70.11,0
NJ,122,0,34,24.89,7.62,9.9,4.21,2,46.62,0
MO,36,0,0,30.24,19.09,13.78,2.92,2,66.03,0
NY,140,0,0,40.04,21.86,4.64,3.11,2,69.65,0
AK,130,0,0,41.23,8.74,6.41,2.51,2,58.89,0
GA,112,0,22,30.91,19.39,11.82,2.48,2,64.6,0
OR,120,0,0,42.84,12.77,6.83,2.59,2,65.03,0
DC,139,0,0,34.54,12.96,8.9,2.62,2,59.02,0
MO,106,0,0,19.45,6.66,10.47,0,2,36.58,0
SD,168,0,22,29.9,17.99,7.85,1.97,2,57.71,0
GA,57,1,30,39.87,16.59,12.1,3.08,2,71.64,0
AK,78,0,0,32.35,16.53,11.54,3.16,2,63.58,0
TN,57,0,0,25.38,17.02,10.43,3.21,2,56.04,0
WY,90,0,0,35.22,24.86,10.18,2.16,2,72.42,0
IN,48,0,0,51.07,11.32,8.88,1.94,2,73.21,0
NM,85,0,37,39.03,11.25,9.54,2.57,2,62.39,0
KY,91,1,0,24.65,14.94,10.07,4.51,2,54.17,1
OR,69,0,0,28.48,20.58,4.55,3.08,2,56.69,0
WY,33,0,0,36.36,20.38,6.69,2.65,2,66.08,0
NV,136,0,21,30.5,15.39,14.43,2.57,2,62.89,0
NC,27,0,0,34.2,19.31,6.56,2.27,2,62.34,0
CA,113,0,0,31.89,17.7,7.15,2.35,2,59.09,0
WV,148,0,26,41.63,10.03,10.62,4.1,2,66.38,0
ND,135,1,24,21.71,18.28,10.54,1.57,2,52.1,0
MS,107,1,0,46.5,15.62,6.92,2.97,2,72.01,0
NJ,24,0,0,45.15,17.75,8.21,3,2,74.11,1
AL,90,0,0,36.53,10.01,6.02,3.19,2,55.75,0
WI,45,0,0,19.18,18.6,10.81,2.43,2,51.02,0
GA,135,0,22,33.51,22.05,6.06,3.94,2,65.56,0
KY,75,0,0,53.48,14.43,12.83,1.54,2,82.28,1
UT,243,0,0,16.24,13.91,11.89,1.78,2,43.82,0
WV,92,0,16,31.28,6.49,8.33,3.43,2,49.53,0
DE,147,0,0,35.6,11.26,6.72,3.05,2,56.63,0
HI,64,0,0,33.01,14.74,12.09,1.49,2,61.33,0
ME,120,0,0,33.8,19.56,5.39,2.67,2,61.42,0
NH,88,0,0,34.37,18.43,10.77,3.19,2,66.76,0
OR,67,1,0,20.55,19.98,4.28,3.08,2,47.89,0
IL,129,0,0,33.73,22.5,5.01,2.48,2,63.72,0
IA,66,0,0,43.57,15.32,8.43,1.67,2,68.99,0
HI,169,0,0,30.46,14.89,10.29,2.67,2,58.31,0
DE,73,0,0,43.32,12.19,6.93,4.05,2,66.49,0
ME,66,0,26,43.33,20.67,8.59,1.46,2,74.05,0
CO,104,0,0,31.09,20.37,10.34,1.49,2,63.29,0
MD,106,0,0,28.1,17.85,8.42,2.3,2,56.67,0
VT,125,0,0,21.54,13.22,9.28,3.89,2,47.93,0
CT,23,0,0,54.67,21.39,6.35,3.05,2,85.46,1
IA,45,0,0,27.17,10.23,7.34,2.86,2,47.6,0
MO,152,0,0,17.2,12.04,8.93,2.03,2,40.2,0
WY,105,0,0,17.48,23.94,10.26,3.56,2,55.24,0
ME,205,0,24,29.89,13.18,8.13,2.11,2,53.31,0
OH,56,0,0,15.49,15.24,13.53,3.21,2,47.47,0
NC,122,0,0,30.6,12.33,10.52,3.11,2,56.56,0
NJ,46,0,0,43.76,22.19,9.2,3.62,2,78.77,1
GA,58,0,0,28.12,9.83,8.72,3.46,2,50.13,0
MI,133,0,0,47.14,19.41,5.28,3.46,2,75.29,1
VT,93,0,32,23.48,14.22,10.75,1.84,2,50.29,0
OR,48,0,0,32.37,26.99,6,2.24,2,67.6,0
MO,168,0,42,16.56,17.31,7.83,3.08,2,44.78,0
NY,11,0,0,24.38,24.6,8.73,2.62,2,60.33,0
ND,182,0,0,17.83,16.87,11.62,2.16,2,48.48,0
GA,132,0,0,30.04,20.75,7.93,2.46,2,61.18,0
HI,115,0,33,24.65,16.53,10.9,3.83,2,55.91,0
AR,100,0,0,24.23,16.63,5.49,2.11,2,48.46,0
AL,67,0,28,16.15,24.75,7.18,2.7,2,50.78,0
VA,99,0,42,36.72,19.75,9.7,2.51,2,68.68,1
CT,70,0,0,33.76,18.18,7.7,2.86,2,62.5,0
RI,75,0,0,20.88,17.96,11.76,2.89,2,53.49,0
MN,139,0,25,16.35,15.21,8.19,3.48,2,43.23,0
NH,78,0,0,27.59,16.35,10.83,2.73,2,57.5,0
WY,185,1,30,26.2,10.09,11.63,3.48,2,51.4,0
ME,177,0,0,39.58,14.89,9.55,3.38,2,67.4,0
MT,60,0,0,42.96,18.79,4.95,3.35,2,70.05,0
DE,85,0,0,35.96,15.69,7.39,3.59,2,62.63,0
ME,59,0,0,28.27,20.34,5.54,2.7,2,56.85,0
VA,210,0,0,17.78,12.71,11.48,1.76,2,43.73,0
WV,30,0,0,27.59,20.74,8.1,2.46,2,58.89,0
NJ,135,0,28,34.24,20.95,6.97,3.48,2,65.64,1
NY,117,0,0,24.58,22,11.39,2,2,59.97,0
VA,11,0,24,22.36,19.57,12.77,2.7,2,57.4,0
MT,111,0,0,24.19,10.44,10.33,3.46,2,48.42,0
VT,99,0,19,14.91,18.96,8.2,1.97,2,44.04,0
VA,114,1,31,29.67,19.06,5.23,3.32,2,57.28,0
AL,71,0,0,17.56,11.77,7.42,2.43,2,39.18,0
ID,144,0,33,42.77,16.8,9.41,3.29,2,72.27,0
IL,127,0,0,37.43,16.01,7.77,3.16,2,64.37,0
MS,66,0,32,31.93,11.03,5.95,3.24,2,52.15,0
MA,166,0,0,34.58,14.25,5.94,2.48,2,57.25,0
IN,154,0,32,32.69,14.05,9.23,2.43,2,58.4,0
ME,69,0,0,33.01,20.58,9.71,2.62,2,65.92,0
FL,142,0,26,37.49,20.36,11.44,1.59,2,70.88,0
TN,146,1,0,27.22,17.71,7.99,2.48,2,55.4,0
FL,75,0,26,20.15,18.18,5.97,3.62,2,47.92,0
OH,119,0,35,36.91,18.77,11.23,2.16,2,69.07,0
MN,122,0,0,18.34,20.04,10.29,2.57,2,51.24,0
NV,180,0,0,23.63,19.12,7.69,4.24,2,54.68,0
MT,25,0,0,22.83,17.2,8.82,3.4,2,52.25,0
AR,109,0,0,29.02,20.42,5.36,3.08,2,57.88,0
OR,177,0,0,14.43,21.89,9.47,2.03,2,47.82,0
IA,86,0,0,21.47,14.35,6.96,2.65,2,45.43,0
MN,122,0,0,23.82,19.67,8.46,3.02,2,54.97,0
GA,58,0,0,41.33,19.67,8.14,2.11,2,71.25,0
ME,116,0,0,38.98,15.68,7.57,2.38,2,64.61,0
MN,62,0,33,31.69,17.09,12.9,3,2,64.68,1
TN,98,0,0,27.68,15.73,9.88,1.62,2,54.91,0
RI,107,1,0,33.05,21.06,11.04,3.02,2,68.17,0
NV,3,0,27,11.46,20.74,12.65,3.08,2,47.93,0
KS,87,0,0,19.62,22.32,11.06,3.54,2,56.54,0
UT,144,0,0,23.73,10.56,4.3,4.05,2,42.64,0
OH,149,0,0,33.37,11.63,6.96,2.08,2,54.04,0
ME,79,0,0,36.31,19.97,10.33,2.38,2,68.99,0
HI,98,0,31,30.87,18.76,10.63,3.48,2,63.74,0
NY,137,1,0,29.58,13.71,11.73,3.08,2,58.1,0
CT,100,0,0,40.09,14.96,2.86,1.97,2,59.88,0
NH,124,0,0,43.23,6.71,6.89,3.19,2,60.02,0
MT,10,0,0,31.11,18.26,9.29,2.35,2,61.01,0
NE,89,0,29,27.8,23.36,17.19,2.03,2,70.38,0
WA,121,0,0,35.34,17.89,4.93,2.08,2,60.24,0
AR,103,0,31,31.52,16.8,6.62,3.92,2,58.86,0
DE,2,1,0,22.46,11.81,8.67,2.46,2,45.4,1
VA,118,0,0,26.28,15.66,9.78,3.4,2,55.12,0
VA,130,0,0,35.9,19.64,9.94,1.7,2,67.18,0
AZ,137,0,0,23.99,12.51,11.46,2.16,2,50.12,0
MT,185,0,29,25.69,20.8,6.95,3.73,2,57.17,0
TX,28,0,0,27.15,18.42,9.3,2.51,2,57.38,0
AK,52,0,24,29.05,17.12,7.15,1.11,2,54.43,0
KY,71,0,22,24.04,13.86,9.9,1.51,2,49.31,0
WI,105,0,0,25.11,18.93,7.36,3.46,2,54.86,0
HI,35,0,0,21.11,10.53,6.11,3.54,2,41.29,0
GA,125,0,39,40.14,24.58,7.89,2.46,2,75.07,0
VT,72,0,21,23.48,22.11,6.09,2.21,2,53.89,0
OH,29,1,37,39.95,15.58,6.29,1.54,2,63.36,0
NM,65,0,0,17.97,12.05,8.12,1.78,2,39.92,0
RI,176,0,0,42.65,14.57,6.69,2.59,2,66.5,0
AL,96,1,0,34.1,24.61,4.42,3.02,2,66.15,0
UT,47,0,37,19.18,20.73,8.04,3.56,2,51.51,0
ND,60,0,0,34.54,20.04,10.12,4.08,2,68.78,0
IN,101,0,33,37.35,15.88,8.3,2.57,2,64.1,0
VA,77,0,0,24.63,12.86,11.36,3.32,2,52.17,0
UT,105,0,40,40.21,9.95,9.95,2.19,2,62.3,0
UT,133,0,44,29.58,17.8,10.08,3.81,2,61.27,1
CO,37,0,0,33.92,17.64,3.78,2.19,2,57.53,0
HI,118,0,0,43.04,17.09,8.79,2.62,2,71.54,0
MD,129,0,34,34.77,11.29,8.55,4,2,58.61,0
GA,189,0,0,38.66,14.96,9.27,1.7,2,64.59,0
NV,161,0,0,12.38,22.7,10.01,3.19,2,48.28,0
IA,129,0,0,36.72,15.89,9.48,1.32,2,63.41,0
WV,57,1,17,40.21,13.86,10.65,3.29,2,68.01,0
OH,65,0,0,26.16,18.71,12.62,2.3,2,59.79,0
MD,136,0,0,42.91,14.27,11.17,2.89,2,71.24,0
NV,37,0,0,39.73,17.67,9.57,3.24,2,70.21,0
NH,174,0,0,23.7,12.19,10.13,2.7,2,48.72,0
CT,134,0,0,30.12,19.44,8.74,2.4,2,60.7,0
KY,108,0,35,28.87,14.76,9.66,2.57,2,55.86,0
NV,162,0,0,19.57,16.73,9.56,3.08,2,48.94,0
OK,155,0,23,41.46,11.31,9.62,3.62,2,66.01,0
WY,127,1,0,41.17,19.22,11.34,3.75,2,75.48,1
ME,99,0,0,37.81,15.79,10.7,3.24,2,67.54,0
OH,107,0,38,37.3,15.34,4.68,2.97,2,60.29,0
SC,106,0,0,8.87,18.71,5.05,3.08,2,35.71,0
AZ,122,0,22,34.77,11.87,9.23,2.32,2,58.19,0
MN,52,0,32,22.12,21.01,13.02,3.65,2,59.8,0
DE,79,0,34,17.63,20.09,11.55,4,2,53.27,0
MI,135,0,0,40.78,15.05,9.77,1.59,2,67.19,0
WV,80,0,38,40.22,16.79,9.43,2.57,2,69.01,0
NE,112,0,0,28.49,13.13,12.66,4.67,2,58.95,0
HI,106,0,0,25.14,17.79,7.29,2.38,2,52.6,0
DC,148,0,38,35.56,9.91,4.93,4.46,2,54.86,0
NJ,85,0,0,40.27,16.8,13.91,3.08,2,74.06,1
ND,82,0,29,27.85,11.47,3.57,2.38,2,45.27,0
WV,54,0,33,19.04,17.68,6.76,3.05,2,46.53,0
OR,163,0,25,37.33,17.88,10.92,3.73,2,69.86,0
NM,141,0,0,27.22,21.82,12.15,1.89,2,63.08,0
CT,74,0,0,26.71,18.11,12.62,2.05,2,59.49,0
RI,73,0,0,41.09,14.32,7.64,3,2,66.05,0
OH,29,0,0,33.46,14.28,5.97,3.43,2,57.14,0
NJ,153,0,0,20.83,23.23,8.9,2.16,2,55.12,0
ND,84,0,0,38.57,17.14,5.86,3.56,2,65.13,0
WI,133,0,0,31.79,12.02,10.72,2.7,2,57.23,0
MO,72,0,0,28.2,20.05,9.45,3.24,2,60.94,0
CO,74,0,0,38.28,18.28,10.88,2.46,2,69.9,0
AR,68,0,0,29.36,11.82,7.84,3.16,2,52.18,0
VA,136,0,0,24.19,13.43,7.99,1.62,2,47.23,0
UT,111,0,0,32.52,11.77,11.07,1.73,2,57.09,0
SC,99,0,33,30.45,20.26,7.46,2.86,2,61.03,0
VA,84,0,0,22.13,23.63,13.74,3.78,2,63.28,0
VT,95,0,0,34.58,14.33,7.79,3.7,2,60.4,0
WA,83,0,0,22.92,14.21,7.27,2.08,2,46.48,0
TN,47,0,30,33.42,20.52,10.17,3.48,2,67.59,0
KY,115,0,0,16.95,12.33,6.72,3.81,2,39.81,0
ID,114,0,0,34.36,16.63,13.13,3.59,2,67.71,0
VT,93,0,32,37.18,9.78,8.67,2.54,2,58.17,0
AZ,109,1,0,45.63,12.8,13.41,2.62,2,74.46,1
AZ,100,0,0,32.05,12.61,8.09,4.1,2,56.85,0
MA,80,0,0,25.47,23.49,10.86,2.94,2,62.76,0
MS,111,0,36,16.46,14.5,7.47,3.62,2,42.05,0
NM,161,0,0,18.28,21.79,11.12,3.4,2,54.59,0
VT,63,0,0,24.23,17.71,10.3,2.03,2,54.27,0
NC,54,1,0,32.39,22.07,6.37,2.62,2,63.45,1
NJ,42,1,0,30.72,14.84,7.44,3.24,2,56.24,0
WA,66,0,0,34.87,19.78,11.7,2.48,2,68.83,0
AL,115,0,14,32.69,7.54,10.32,2.84,2,53.39,0
MN,115,1,0,20.74,18.72,8.09,2.92,2,50.47,1
NC,114,0,0,32.81,21.25,6,2.59,2,62.65,0
CO,54,0,39,19.99,13.53,10.64,3.05,2,47.21,0
MO,45,0,29,23.09,18.91,10.6,2.13,2,54.73,0
SD,93,0,0,29.94,16.97,11.88,2.3,2,61.09,0
OR,53,0,0,31.42,18.39,6.35,4.97,2,61.13,0
SD,116,0,0,28.53,12.07,8.58,1.97,2,51.15,0
AR,116,0,23,43.01,11.81,12.5,3.19,2,70.51,0
OR,95,0,0,28.49,14.96,11.29,3.62,2,58.36,0
VA,102,0,0,26.61,17.37,6.39,2.67,2,53.04,0
IL,70,0,0,35.48,23.42,8.21,2.16,2,69.27,0
WV,52,0,21,33.27,9.03,7.08,1.43,2,50.81,0
NV,105,0,0,28.24,14.95,10.96,4.37,2,58.52,0
NC,80,1,0,32.15,18.97,12.11,3.75,2,66.98,1
WY,54,0,39,24.46,17.88,5.81,3.38,2,51.53,0
FL,148,1,0,25.19,13.57,8.88,2.32,2,49.96,0
PA,119,0,0,48.81,13.54,9.76,3.75,2,75.86,1
WI,67,0,0,18.55,12.1,4.1,2.94,2,37.69,0
NY,15,1,0,24.04,10.53,14.56,2.19,2,51.32,0
WV,67,0,0,25.93,21.45,8.34,1.32,2,57.04,0
TX,92,0,0,23.77,14.87,9.07,2.54,2,50.25,0
HI,132,1,33,34.05,19.26,8.95,3.48,2,65.74,0
AK,51,1,12,23.09,17.05,8.66,3.32,2,52.12,0
WA,117,0,0,32.49,24.04,3.82,3.24,2,63.59,0
IN,68,0,0,42.48,21.63,12.29,2.4,2,78.8,1
VT,159,0,0,46.89,16.11,10.08,2,2,75.08,1
NY,61,0,0,33.61,12.94,9.95,1.89,2,58.39,0
NE,88,0,28,32.4,20.17,9.52,2.65,2,64.74,0
MA,88,0,45,13.65,13.03,13.91,3.46,2,44.05,0
IL,65,0,0,32.64,11.86,8.43,1.49,2,54.42,0
NM,113,0,0,25.52,17.01,12,2.97,2,57.5,0
NJ,84,0,0,32.33,16.8,11.14,2.65,2,62.92,0
ME,39,0,0,26.2,17.36,8.83,2.65,2,55.04,0
VA,90,0,0,17.34,9.63,8.49,3.08,2,38.54,0
AZ,113,0,0,21.88,19.3,8.01,2.48,2,51.67,1
MO,42,0,0,31.37,17.04,12.56,2.38,2,63.35,0
NY,60,0,31,32.61,22.76,9.02,3.46,2,67.85,0
WA,71,0,0,24,12.67,7.71,1.89,2,46.27,0
SC,49,1,0,40.43,17.76,7.55,4.21,2,69.95,1
MT,101,0,16,20.21,19.41,8.1,2.21,2,49.93,0
DE,99,0,0,23.92,17.93,10.35,3.35,2,55.55,0
MA,81,0,0,37.54,12.62,8.28,2.05,2,60.49,0
AR,85,0,0,16.44,16.47,7.73,2.62,2,43.26,0
OR,92,0,0,33.41,16.15,7.34,2.92,2,59.82,0
SD,108,0,0,40.83,19.58,9.76,1.4,2,71.57,0
IN,119,0,0,26.27,16.46,8.14,3.62,2,54.49,0
NJ,151,0,0,20.21,23.66,8.77,3.56,2,56.2,0
NJ,162,0,0,36.99,23.72,11.28,2.81,2,74.8,1
IA,105,0,15,14.98,14.95,12.15,2.62,2,44.7,0
WI,105,0,34,37.15,16.72,6.8,2.67,2,63.34,0
OH,116,0,27,34.8,17.8,9.58,1.89,2,64.07,0
NV,183,0,0,19.84,18.17,9.64,2.62,2,50.27,0
NY,9,0,16,15.05,15.2,10.29,3.11,2,43.65,0
MD,90,0,0,19.45,10.85,11.39,2.73,2,44.42,0
VA,67,0,0,23.61,17.76,10.46,2.48,2,54.31,0
AK,132,0,0,30.79,26.72,11.1,1.13,2,69.74,0
MI,91,0,0,22.9,25.1,8.8,1.78,2,58.58,0
ID,73,0,28,33.69,11.82,8.96,2.38,2,56.85,0
MN,122,0,0,39.8,17.02,10.68,3.54,2,71.04,0
MS,136,0,24,29.68,15.01,9.65,2.38,2,56.72,0
ND,48,0,0,35.84,16.12,7.09,4.43,2,63.48,0
NC,106,0,37,38,19.98,6.3,2.86,2,67.14,0
CT,33,0,0,31.03,19.73,6.71,2.03,2,59.5,0
CO,65,0,0,27,16.02,8.52,2.65,2,54.19,0
WI,111,0,0,41.91,18.39,8.08,3.43,2,71.81,0
NH,74,0,0,50.68,17.11,9.66,2.62,2,80.07,1
TN,105,0,0,20.28,15.73,7.07,2.94,2,46.02,0
MN,123,0,0,40.15,23.28,10.22,2.73,2,76.38,1
CT,102,0,25,23.36,15.02,8.47,2.75,2,49.6,0
NJ,60,0,0,49.27,21.73,10.93,3.16,2,85.09,1
MT,73,0,26,22.3,9.05,9.98,2.75,2,44.08,0
CT,146,0,23,25.43,20.38,13.21,2,2,61.02,0
MN,129,0,31,32.81,19.11,8.89,2.78,2,63.59,0
OH,98,0,29,18.89,18.52,11.16,1.78,2,50.35,0
SC,212,0,0,38.42,25.89,8.15,3.4,2,75.86,1
NC,72,0,0,23.39,12.2,12.32,2.59,2,50.5,0
UT,89,0,0,15.25,15.28,6.56,2.57,2,39.66,0
WY,126,1,0,33.59,20.95,12.84,3.38,2,70.76,0
AL,172,0,0,45.9,21.81,7.58,3.24,2,78.53,1
WI,143,0,0,33.03,10.51,10.33,2.75,2,56.62,0
MO,160,0,0,29.1,20.7,8.02,3.51,2,61.33,0
ND,166,0,0,33.64,21.34,6.22,3.02,2,64.22,0
UT,93,0,0,28.03,17.88,10.32,2.11,2,58.34,0
OH,109,0,0,32.91,12.64,12.71,3.54,2,61.8,0
NM,54,0,24,15.69,16.41,4.47,3.13,2,39.7,0
AL,121,0,0,28.71,10.53,11.98,0.78,2,52,0
UT,91,0,0,21.05,27.12,10.69,1.97,2,60.83,0
TX,123,0,0,43.84,17.99,8.52,2.54,2,72.89,0
DE,136,1,29,14.48,19.58,10.96,2.43,2,47.45,0
LA,133,0,0,36.75,18.89,8.64,0.84,2,65.12,0
NY,116,0,0,15.22,15.37,8.69,3.78,2,43.06,0
MS,43,0,0,27.12,10.17,7.83,1.84,2,46.96,0
AR,58,0,0,40.61,15.91,8.15,3.19,2,67.86,0
CA,137,0,22,32.23,15.22,8.08,3.08,2,58.61,0
FL,120,0,0,31.37,17.77,7.64,2.75,2,59.53,0
OH,68,0,0,24.41,11.42,9.7,4.19,2,49.72,0
SC,41,0,0,40.43,19,9.78,2.75,2,71.96,0
OR,80,0,0,34.63,18.39,6.94,2.05,2,62.01,0
OH,83,0,25,32.52,21.31,11.22,4.75,2,69.8,0
NC,109,1,0,35.55,17.43,5.37,2.11,2,60.46,0
KS,128,0,0,45.58,10.24,9.94,3.89,2,69.65,0
FL,22,0,0,30.91,16.88,9.3,2.51,2,59.6,0
CO,192,0,0,31.45,19.12,9.56,3.08,2,63.21,0
WI,70,0,0,26.59,14.54,8.82,2.32,2,52.27,0
WV,74,0,0,21.08,22.28,12.07,3.16,2,58.59,0
CT,48,0,0,29.22,13.52,6.28,2.05,2,51.07,0
MS,38,0,25,24.21,26.66,5.7,3.62,2,60.19,0
PA,114,0,0,26.4,14.44,9.32,3.4,2,53.56,0
MO,136,0,0,15.71,18.62,9.57,3.48,2,47.38,0
WV,129,0,0,27.05,17.21,10.49,3.11,2,57.86,0
IN,205,0,0,8.48,12.81,8.47,2.73,2,32.49,0
MT,42,0,0,25.62,20.97,4.67,1.89,2,53.15,0
UT,110,0,0,46.09,20.15,10.8,2.65,2,79.69,1
NM,16,0,0,24.62,14.02,10.42,2.21,2,51.27,0
KS,67,0,0,21.93,15.98,10.58,3.02,2,51.51,0
MI,61,0,0,32.11,13.06,9.6,2.75,2,57.52,0
LA,114,0,0,28.76,12.74,8.86,1.24,2,51.6,0
TX,152,0,0,24.06,22.36,9.32,0.92,2,56.66,0
ND,118,0,0,38.18,19.2,12.11,3.38,2,72.87,0
FL,105,0,0,46.55,24.62,12.11,1.57,2,84.85,1
IN,68,0,0,37.76,16.95,7.31,2.54,2,64.56,0
OH,114,0,0,31.93,13.14,9.63,2.73,2,57.43,0
OR,51,0,0,8.81,19.57,10.24,2.81,2,41.43,0
ND,56,0,0,27.93,19.86,8.43,3.19,2,59.41,0
ID,68,0,30,20.89,19.85,8.98,2.59,2,52.31,0
CT,120,1,0,34.34,15.67,7.92,2,2,59.93,1
MT,130,0,19,25.99,18.12,9.24,2.92,2,56.27,0
WV,21,0,0,15.62,16.86,7.73,3.51,2,43.72,0
MN,81,0,0,24.75,24.47,8.18,2.48,2,59.88,0
DE,183,0,8,14.71,24.24,8.12,2.35,2,49.42,0
IA,113,0,0,26.52,21.83,7.89,3.21,2,59.45,0
GA,120,0,0,16.69,15.87,6.6,2.51,2,41.67,0
MN,100,1,0,27.18,15.29,6.95,3.13,2,52.55,1
KY,55,0,28,17.9,16.78,8.44,2.32,2,45.44,0
ID,83,0,0,27.08,17.2,10.31,2.57,2,57.16,0
MA,101,0,21,40.46,17.82,10.49,2.7,2,71.47,0
KY,80,0,0,37.4,17.65,7.58,3.27,2,65.9,0
AL,125,0,0,28.78,13.26,9.49,3.13,2,54.66,0
NC,182,0,0,47.52,17.27,7.84,2.89,2,75.52,1
FL,119,0,0,18.56,13.01,10.8,2.65,2,45.02,0
MT,157,0,0,40.83,13.01,11.21,2.75,2,67.8,0
ID,67,0,30,31.65,24.37,7.39,3.48,2,66.89,0
AZ,138,0,0,14.89,22.69,9.66,2.65,2,49.89,0
MN,79,0,32,8.6,17.12,6.61,1.13,2,33.46,0
DC,115,0,0,30.38,23.04,11.07,4.43,2,68.92,0
IN,168,0,0,31.14,15.23,13.18,2.67,2,62.22,0
UT,117,0,20,34.97,11.57,7.17,2.35,2,56.06,0
KY,108,0,0,12.55,12.19,7.66,2.94,2,35.34,0
VA,118,0,0,32.18,19.85,12.19,2.7,2,66.92,0
NY,86,0,0,12.02,17.94,7.86,0,2,37.82,0
MA,127,0,19,22.05,13.67,11.93,3.29,2,50.94,0
TN,106,0,0,20.26,19.41,8.91,2.27,2,50.85,0
WA,184,0,0,25.79,15.17,10.31,3.54,2,54.81,0
WI,127,0,0,37.16,12.74,9.21,2.48,2,61.59,0
ME,174,0,0,32.35,21.48,9.93,1.94,2,65.7,0
CO,92,0,0,31.4,22.27,10.78,3.32,2,67.77,1
KY,73,0,0,16.13,21.52,7.88,3.83,2,49.36,0
VT,72,0,0,23.78,19.01,10.84,3.43,2,57.06,0
IL,79,1,0,17.6,27.14,10.8,2.27,2,57.81,0
CO,107,0,0,28.44,13.93,8.37,1.81,2,52.55,0
WA,118,0,0,19.21,12.76,9.19,2.92,2,44.08,0
DC,147,0,0,28.66,15.95,9.74,3.89,2,58.24,0
AK,103,0,0,32.45,19.26,10.35,2.11,2,64.17,0
ME,57,0,33,32.88,19.69,10.18,3,2,65.75,0
MN,157,0,0,31.47,18.11,8.82,2.3,2,60.7,0
OK,116,0,0,34.85,11.98,12.27,2.03,2,61.13,0
MI,53,0,37,28.44,16.55,10.65,3.24,2,58.88,0
OK,86,1,0,27.61,14.2,5.8,3.08,2,50.69,1
MS,78,0,13,47.8,15.15,10.99,1.73,2,75.67,0
KY,73,0,0,39.9,16.63,11.4,2.27,2,70.2,0
SD,64,0,0,29.67,15.32,8.06,2.89,2,55.94,0
UT,134,0,0,44,11.01,8.71,2.94,2,66.66,0
AR,88,0,0,25.99,14.55,11.57,3.24,2,55.35,0
NM,148,0,0,26.11,22.28,10.15,2.65,2,61.19,0
MN,163,0,22,36.57,11.81,6.58,3.35,2,58.31,0
AL,102,0,0,20.93,15.47,11.01,3.4,2,50.81,0
SD,104,0,0,34.03,10.09,10.65,1.62,2,56.39,0
KS,91,1,0,41.89,15.47,7.09,3.27,2,67.72,1
WY,104,0,0,23.58,18.31,7.39,1.32,2,50.6,0
OH,69,0,0,38.59,21.99,7.64,2.4,2,70.62,0
OK,15,0,0,20.59,18.36,10.58,4.35,2,53.88,0
VA,50,1,0,16.93,26.24,7.25,3.7,2,54.12,1
VA,172,0,0,28.87,15.56,17.77,3.43,2,65.63,0
WV,145,0,0,22,15.76,9.21,0.3,2,47.27,0
WY,116,0,12,37.57,12.84,8.06,2.43,2,60.9,0
SC,152,0,0,23.89,15.88,10.22,2.57,2,52.56,0
ME,25,0,0,41.24,17.77,9.89,3.89,2,72.79,0
WI,122,0,28,28.22,19.88,7.65,2.08,2,57.83,0
OR,12,0,0,34.78,18.06,8.19,2.65,2,63.68,0
NV,92,0,44,25.84,23.37,7.31,2.7,2,59.22,0
WI,72,0,0,30.58,12.73,7.57,2.65,2,53.53,0
OR,72,0,0,24.02,11.47,10.24,3.02,2,48.75,0
RI,46,0,0,6.87,14.65,6.53,2.43,2,30.48,0
WV,137,0,50,31.71,15.13,9.7,3.27,2,59.81,0
LA,98,0,0,23.14,13.29,7.15,2.73,2,46.31,0
HI,101,0,24,19.4,13.73,7.93,3.51,2,44.57,0
NC,117,0,0,36.45,11.73,6.69,2.67,2,57.54,0
MI,86,0,0,25.19,24.23,7.49,1.67,2,58.58,0
WY,122,0,0,20.28,19.03,9.54,2.35,2,51.2,0
NM,158,0,0,29.31,21.81,10.59,0,2,61.71,0
WV,145,0,31,36.72,19.13,10.56,2.89,2,69.3,0
PA,61,0,40,17.85,15.35,7.83,2.75,2,43.78,1
OH,134,0,0,1.33,14.57,8.39,3.48,2,27.77,0
KS,123,0,0,23.8,13.06,2.25,3.38,2,42.49,0
OK,35,0,0,30.46,24.08,12.84,1.57,2,68.95,0
RI,123,0,23,41.65,22.53,10.79,4.02,2,78.99,0
